,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Rating
247,Luka Modric,2014,Croatia,International-FIFA-World-Cup,WC,3,270,2,2,-,-,7.22
248,Luka Modric,2012/2013,Real Madrid,Spain-La-Liga,SLL,33,2189,32,21,-,11,7.19
249,Luka Modric,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,11,596,11,7,-,4,7.1
250,Luka Modric,2012,Croatia,International-European-Championship,UEC,3,270,4,4,-,-,7.21
251,Luka Modric,2011/2012,Tottenham,England-Premier-League,EPL,36,3216,83,56,-,27,7.59
252,Luka Modric,2010/2011,Tottenham,Europe-UEFA-Champions-League,UCL,8,566,3,1,-,2,7.0
253,Luka Modric,2010/2011,Tottenham,England-Premier-League,EPL,32,2801,54,36,-,18,7.34
254,Luka Modric,2009/2010,Tottenham,England-Premier-League,EPL,25,1916,51,31,-,20,7.3
255,Manuel Fernandes,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,10,900,27,14,-,13,7.52
256,Manuel Fernandes,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,29,2476,66,44,-,22,7.16
257,Manuel Fernandes,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,22,1829,57,43,1,13,7.47
258,Manuel Fernandes,2015/2016,Lokomotiv Mos..,Russia-Premier-League,RPL,4,172,8,5,-,3,6.45
259,Manuel Fernandes,2015/2016,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,7,516,6,5,-,1,6.44
260,Manuel Fernandes,2014/2015,Lokomotiv Mos..,Russia-Premier-League,RPL,28,1826,31,15,4,12,6.75
261,Manuel Fernandes,2010/2011,Valencia,Spain-La-Liga,SLL,7,481,7,6,-,1,6.85
262,Manuel Fernandes,2010/2011,Valencia,Europe-UEFA-Champions-League,UCL,4,51,3,3,-,-,6.2
263,Manuel Fernandes,2009/2010,Valencia,Spain-La-Liga,SLL,15,792,9,8,1,1,6.36
264,Gary Cahill,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,6,448,4,-,-,4,6.54
265,Gary Cahill,2017/2018,Chelsea,England-Premier-League,EPL,27,2084,10,4,-,6,6.87
266,Gary Cahill,2016/2017,Chelsea,England-Premier-League,EPL,37,3296,24,4,6,14,7.06
267,Gary Cahill,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,7,541,5,1,1,3,6.95
268,Gary Cahill,2015/2016,Chelsea,England-Premier-League,EPL,23,1955,13,2,-,11,6.81
269,Gary Cahill,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,6,540,7,-,3,4,7.09
270,Gary Cahill,2014/2015,Chelsea,England-Premier-League,EPL,36,2985,22,2,2,18,6.96
271,Gary Cahill,2016,England,International-European-Championship,UEC,4,360,6,-,1,5,7.05
272,Gary Cahill,2013/2014,Chelsea,Europe-UEFA-Champions-League,UCL,10,900,4,2,1,1,7.01
273,Gary Cahill,2013/2014,Chelsea,England-Premier-League,EPL,30,2623,18,4,1,13,7.29
274,Gary Cahill,2014,England,International-FIFA-World-Cup,WC,3,270,-,-,-,-,7.21
275,Gary Cahill,2012/2013,Chelsea,Europe-UEFA-Europa-League,UEL,4,360,1,-,-,1,7.21
276,Gary Cahill,2012/2013,Chelsea,Europe-UEFA-Champions-League,UCL,4,360,5,1,-,4,6.83
277,Gary Cahill,2012/2013,Chelsea,England-Premier-League,EPL,26,2216,16,3,2,11,7.07
278,Gary Cahill,2011/2012,Chelsea,Europe-UEFA-Champions-League,UCL,5,313,2,-,-,2,6.38
279,Gary Cahill,2011/2012,Chelsea,England-Premier-League,EPL,10,855,9,3,-,6,6.98
280,Gary Cahill,2011/2012,Bolton,England-Premier-League,EPL,19,1638,15,2,1,12,6.93
281,Gary Cahill,2010/2011,Bolton,England-Premier-League,EPL,36,3214,42,11,6,25,7.3
282,Gary Cahill,2009/2010,Bolton,England-Premier-League,EPL,29,2610,39,6,9,24,7.33
283,Lasse Schöne,2017/2018,Ajax,Netherlands-Eredivisie,NE,30,2350,57,45,1,11,7.45
284,Lasse Schöne,2016/2017,Ajax,Netherlands-Eredivisie,NE,27,2216,50,44,-,6,7.73
285,Lasse Schöne,2016/2017,Ajax,Europe-UEFA-Europa-League,UEL,12,856,19,18,-,1,6.96
286,Lasse Schöne,2015/2016,Ajax,Europe-UEFA-Europa-League,UEL,5,247,5,4,-,1,6.63
287,Lasse Schöne,2015/2016,Ajax,Netherlands-Eredivisie,NE,24,1077,26,11,-,15,6.91
288,Lasse Schöne,2014/2015,Ajax,Europe-UEFA-Champions-League,UCL,6,501,15,9,-,6,6.93
289,Lasse Schöne,2014/2015,Ajax,Europe-UEFA-Europa-League,UEL,2,77,1,1,-,-,6.21
290,Lasse Schöne,2014/2015,Ajax,Netherlands-Eredivisie,NE,29,2276,59,37,1,21,7.34
291,Lasse Schöne,2013/2014,Ajax,Europe-UEFA-Champions-League,UCL,6,284,12,9,-,3,7.1
292,Lasse Schöne,2013/2014,Ajax,Netherlands-Eredivisie,NE,29,2152,45,25,-,20,7.39
293,Lasse Schöne,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,109,-,-,-,-,6.7
294,Lasse Schöne,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,5,273,2,2,-,-,6.75
295,Lasse Schöne,2012,Denmark,International-European-Championship,UEC,2,17,2,1,-,1,6.03
296,Cristhian Stuani,2017/2018,Girona,Spain-La-Liga,SLL,33,2723,74,9,13,52,7.03
297,Cristhian Stuani,2016/2017,Middlesbrough,England-Premier-League,EPL,23,1362,21,4,3,14,6.61
298,Cristhian Stuani,2015/2016,Middlesbrough,England-Championship,EC,36,1869,51,8,10,33,6.7
299,Cristhian Stuani,2015,Uruguay,International-Copa-America,ICA,2,62,4,-,-,4,6.27
300,Cristhian Stuani,2014/2015,Espanyol,Spain-La-Liga,SLL,37,1658,45,2,5,38,6.48
301,Cristhian Stuani,2013/2014,Espanyol,Spain-La-Liga,SLL,34,2574,50,8,4,39,6.94
302,Cristhian Stuani,2014,Uruguay,International-FIFA-World-Cup,WC,4,177,1,-,-,1,6.39
303,Cristhian Stuani,2012/2013,Espanyol,Spain-La-Liga,SLL,32,2157,49,3,10,36,6.81
304,Cristhian Stuani,2011/2012,Racing Santan..,Spain-La-Liga,SLL,32,2173,41,2,6,33,6.62
305,Cristhian Stuani,2010/2011,Levante,Spain-La-Liga,SLL,30,1266,32,3,3,26,6.52
306,João Moutinho,2017/2018,Monaco,Europe-UEFA-Champions-League,UCL,6,467,3,3,-,-,6.63
307,João Moutinho,2017/2018,Monaco,France-Ligue-1,FL1,33,2801,23,19,-,4,7.11
308,João Moutinho,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,11,629,5,5,-,-,6.54
309,João Moutinho,2016/2017,Monaco,France-Ligue-1,FL1,31,1768,19,13,-,6,6.92
310,João Moutinho,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,6,496,5,5,-,-,6.98
311,João Moutinho,2015/2016,Monaco,France-Ligue-1,FL1,26,2123,21,20,-,1,6.95
312,João Moutinho,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,10,892,11,7,-,4,7.03
313,João Moutinho,2014/2015,Monaco,France-Ligue-1,FL1,37,3165,47,32,1,14,7.27
314,João Moutinho,2016,Portugal,International-European-Championship,UEC,6,258,3,3,-,-,6.46
315,João Moutinho,2013/2014,Monaco,France-Ligue-1,FL1,31,2564,43,39,-,4,7.3
316,João Moutinho,2014,Portugal,International-FIFA-World-Cup,WC,3,270,2,2,-,-,6.69
317,João Moutinho,2012/2013,FC Porto,Europe-UEFA-Champions-League,UCL,8,662,13,9,-,4,7.51
318,João Moutinho,2012,Portugal,International-European-Championship,UEC,5,450,5,5,-,-,7.27
319,João Moutinho,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,6,528,12,10,-,2,7.69
320,Ola Toivonen,2017/2018,Toulouse,France-Ligue-1,FL1,23,796,19,6,3,10,6.27
321,Ola Toivonen,2016/2017,Toulouse,France-Ligue-1,FL1,35,1804,19,6,2,11,6.5
322,Ola Toivonen,2015/2016,Rennes,France-Ligue-1,FL1,1,16,1,1,-,-,6.25
323,Ola Toivonen,2015/2016,Sunderland,England-Premier-League,EPL,12,665,7,4,2,1,6.38
324,Ola Toivonen,2014/2015,Rennes,France-Ligue-1,FL1,30,2401,55,14,3,38,6.63
325,Ola Toivonen,2013/2014,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,6,466,13,9,2,2,6.67
326,Ola Toivonen,2013/2014,PSV Eindhoven,Netherlands-Eredivisie,NE,14,749,19,8,2,9,6.54
327,Ola Toivonen,2013/2014,Rennes,France-Ligue-1,FL1,15,1234,28,7,1,20,7.18
328,Ola Toivonen,2012/2013,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,2,180,4,2,-,2,6.47
329,Ola Toivonen,2012,Sweden,International-European-Championship,UEC,2,140,2,-,-,2,6.62
330,Jan Vertonghen,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,6,540,2,1,-,1,6.75
331,Jan Vertonghen,2017/2018,Tottenham,England-Premier-League,EPL,36,3205,24,14,-,10,7.26
332,Jan Vertonghen,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,5,450,2,-,-,2,7.47
333,Jan Vertonghen,2016/2017,Tottenham,England-Premier-League,EPL,33,2897,14,9,-,5,7.28
334,Jan Vertonghen,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,1,90,3,3,-,-,7.06
335,Jan Vertonghen,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,7.05
336,Jan Vertonghen,2015/2016,Tottenham,England-Premier-League,EPL,29,2595,11,3,1,7,7.06
337,Jan Vertonghen,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,6,525,2,1,-,1,6.97
338,Jan Vertonghen,2014/2015,Tottenham,England-Premier-League,EPL,32,2810,13,3,-,10,7.06
339,Jan Vertonghen,2016,Belgium,International-European-Championship,UEC,4,360,2,1,-,1,7.24
340,Jan Vertonghen,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,7,520,1,-,-,1,6.99
341,Jan Vertonghen,2013/2014,Tottenham,England-Premier-League,EPL,23,2004,13,9,1,3,6.93
342,Jan Vertonghen,2014,Belgium,International-FIFA-World-Cup,WC,5,419,9,5,-,4,7.38
343,Jan Vertonghen,2012/2013,Tottenham,Europe-UEFA-Europa-League,UEL,12,1080,5,2,1,2,7.18
344,Jan Vertonghen,2012/2013,Tottenham,England-Premier-League,EPL,34,3060,39,18,2,19,7.62
345,Jan Vertonghen,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,6,540,14,6,3,5,7.57
346,Jan Vertonghen,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,5,450,4,3,-,1,7.26
347,Dries Mertens,2017/2018,Napoli,Italy-Serie-A,ISA,38,3013,128,46,10,72,7.21
348,Dries Mertens,2017/2018,Napoli,Europe-UEFA-Europa-League,UEL,1,90,3,1,-,2,6.98
349,Dries Mertens,2017/2018,Napoli,Europe-UEFA-Champions-League,UCL,6,481,17,7,1,9,7.2
350,Dries Mertens,2016/2017,Napoli,Italy-Serie-A,ISA,35,2566,148,59,15,74,7.76
351,Dries Mertens,2016/2017,Napoli,Europe-UEFA-Champions-League,UCL,8,571,25,7,7,11,7.27
352,Dries Mertens,2015/2016,Napoli,Italy-Serie-A,ISA,33,1086,54,21,-,33,6.68
353,Dries Mertens,2015/2016,Napoli,Europe-UEFA-Europa-League,UEL,5,417,27,11,4,12,7.97
354,Dries Mertens,2014/2015,Napoli,Italy-Serie-A,ISA,31,1680,60,32,4,24,7.08
355,Dries Mertens,2014/2015,Napoli,Europe-UEFA-Europa-League,UEL,13,936,44,22,1,21,7.56
356,Dries Mertens,2016,Belgium,International-European-Championship,UEC,5,159,12,8,-,4,6.47
357,Dries Mertens,2013/2014,Napoli,Italy-Serie-A,ISA,33,1912,85,47,1,37,7.21
358,Dries Mertens,2013/2014,Napoli,Europe-UEFA-Champions-League,UCL,6,385,11,8,-,3,6.77
359,Dries Mertens,2013/2014,Napoli,Europe-UEFA-Europa-League,UEL,4,138,5,-,1,4,6.54
360,Dries Mertens,2014,Belgium,International-FIFA-World-Cup,WC,5,272,10,4,1,5,6.74
361,Dries Mertens,2012/2013,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,5,434,18,11,-,7,7.45
362,Cristián Zapata,2017/2018,AC Milan,Italy-Serie-A,ISA,12,993,4,-,-,4,7.05
363,Cristián Zapata,2017/2018,AC Milan,Europe-UEFA-Europa-League,UEL,4,360,2,-,-,2,6.94
364,Cristián Zapata,2016/2017,AC Milan,Italy-Serie-A,ISA,15,1169,6,-,1,5,6.78
365,Cristián Zapata,2015/2016,AC Milan,Italy-Serie-A,ISA,16,1335,3,-,-,3,6.94
366,Cristián Zapata,2015,Colombia,International-Copa-America,ICA,4,360,2,-,1,1,7.09
367,Cristián Zapata,2014/2015,AC Milan,Italy-Serie-A,ISA,12,864,2,-,-,2,6.83
368,Cristián Zapata,2013/2014,AC Milan,Italy-Serie-A,ISA,20,1793,12,1,3,8,7.26
369,Cristián Zapata,2013/2014,AC Milan,Europe-UEFA-Champions-League,UCL,6,540,5,1,1,3,7.15
370,Cristián Zapata,2014,Colombia,International-FIFA-World-Cup,WC,4,360,2,-,-,2,7.03
371,Cristián Zapata,2012/2013,AC Milan,Italy-Serie-A,ISA,23,1930,5,-,-,5,7.26
372,Cristián Zapata,2012/2013,AC Milan,Europe-UEFA-Champions-League,UCL,5,371,1,-,-,1,6.64
373,Cristián Zapata,2011/2012,Villarreal,Spain-La-Liga,SLL,28,2493,12,2,1,9,6.93
374,Cristián Zapata,2011/2012,Villarreal,Europe-UEFA-Champions-League,UCL,4,346,3,1,-,2,6.58
375,Cristián Zapata,2010/2011,Udinese,Italy-Serie-A,ISA,35,3107,17,1,1,16,7.25
376,Cristián Zapata,2009/2010,Udinese,Italy-Serie-A,ISA,31,2645,6,1,-,6,7.05
377,Reza Ghoochannejhad,2017/2018,SC Heerenveen,Netherlands-Eredivisie,NE,35,2509,62,8,15,39,6.48
378,Reza Ghoochannejhad,2016/2017,SC Heerenveen,Netherlands-Eredivisie,NE,35,3014,79,21,12,46,6.95
379,Reza Ghoochannejhad,2015/2016,Charlton,England-Championship,EC,23,1000,28,11,3,14,6.22
380,Reza Ghoochannejhad,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,4,160,-,-,-,-,6.15
381,Reza Ghoochannejhad,2013/2014,Charlton,England-Championship,EC,15,901,33,17,2,14,6.35
382,Reza Ghoochannejhad,2014,Iran,International-FIFA-World-Cup,WC,3,270,10,2,2,6,6.67
383,Giancarlo González,2017/2018,Bologna,Italy-Serie-A,ISA,22,1858,1,-,1,-,6.63
384,Giancarlo González,2016/2017,Palermo,Italy-Serie-A,ISA,21,1660,5,2,2,1,6.47
385,Giancarlo González,2015/2016,Palermo,Italy-Serie-A,ISA,35,3138,5,-,1,4,6.72
386,Giancarlo González,2014/2015,Palermo,Italy-Serie-A,ISA,28,2491,13,1,1,11,6.89
387,Giancarlo González,2014,Columbus Crew,USA-Major-League-Soccer,UMLS,17,1530,9,1,1,7,7.3
388,Giancarlo González,2014,Costa Rica,International-FIFA-World-Cup,WC,5,450,4,-,1,3,7.42
389,Mame Biram Diouf,2017/2018,Stoke,England-Premier-League,EPL,35,2602,59,9,9,41,6.76
390,Mame Biram Diouf,2016/2017,Stoke,England-Premier-League,EPL,27,1382,20,3,4,13,6.63
391,Mame Biram Diouf,2015/2016,Stoke,England-Premier-League,EPL,26,1269,30,3,3,24,6.46
392,Mame Biram Diouf,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,3,270,11,-,1,10,6.92
393,Mame Biram Diouf,2014/2015,Stoke,England-Premier-League,EPL,34,2438,55,6,15,34,6.83
394,Mame Biram Diouf,2013/2014,Hannover 96,Germany-Bundesliga,GB,19,1474,64,6,4,54,7.32
395,Mame Biram Diouf,2012/2013,Hannover 96,Germany-Bundesliga,GB,28,2157,60,9,15,36,7.14
396,Mame Biram Diouf,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,6,426,17,-,3,14,7.33
397,Mame Biram Diouf,2011/2012,Hannover 96,Germany-Bundesliga,GB,10,782,16,3,2,11,7.22
398,Mame Biram Diouf,2010/2011,Blackburn,England-Premier-League,EPL,27,1628,36,3,3,30,6.55
399,Mame Biram Diouf,2009/2010,Manchester Un..,England-Premier-League,EPL,5,90,8,1,-,7,6.4
400,Diego Costa,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,15,1048,25,3,1,21,6.84
401,Diego Costa,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,387,12,2,2,8,7.29
402,Diego Costa,2016/2017,Chelsea,England-Premier-League,EPL,35,3090,111,20,11,80,7.41
403,Diego Costa,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,8,663,20,5,-,15,7.41
404,Diego Costa,2015/2016,Chelsea,England-Premier-League,EPL,28,2379,68,8,12,48,7.08
405,Diego Costa,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,7,478,18,3,-,15,6.67
406,Diego Costa,2014/2015,Chelsea,England-Premier-League,EPL,26,2085,76,10,7,59,7.43
407,Diego Costa,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,35,2965,108,15,12,81,7.4
408,Diego Costa,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,583,29,4,2,23,7.6
409,Diego Costa,2014,Spain,International-FIFA-World-Cup,WC,2,126,5,-,-,5,6.17
410,Diego Costa,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,31,2061,50,4,11,35,6.98
411,Diego Costa,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,5,378,17,3,1,13,6.77
412,Diego Costa,2011/2012,Rayo Vallecan..,Spain-La-Liga,SLL,16,1320,45,3,6,36,7.18
413,Diego Costa,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,28,1327,27,3,4,20,6.61
414,Diego Costa,2009/2010,Valladolid,Spain-La-Liga,SLL,34,2894,73,20,2,51,6.93
415,Josip Pivaric,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,8,720,5,4,-,1,6.75
416,Josip Pivaric,2016/2017,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,5.93
417,Josip Pivaric,2015/2016,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,5,439,4,-,2,2,6.81
418,Josip Pivaric,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,5,425,2,1,-,1,6.61
419,Josip Pivaric,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,3,270,1,1,-,-,6.75
420,Josip Pivaric,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,469,3,-,-,4,6.07
421,Carlos Vela,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,12,1080,47,18,2,27,7.82
422,Carlos Vela,2017/2018,Real Sociedad,Spain-La-Liga,SLL,13,375,11,3,4,4,6.53
423,Carlos Vela,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,2,118,3,2,-,1,7.26
424,Carlos Vela,2016/2017,Real Sociedad,Spain-La-Liga,SLL,35,2562,63,22,4,37,7.07
425,Carlos Vela,2015/2016,Real Sociedad,Spain-La-Liga,SLL,35,2765,59,16,4,39,6.81
426,Carlos Vela,2014/2015,Real Sociedad,Spain-La-Liga,SLL,29,2061,61,37,2,22,6.85
427,Carlos Vela,2013/2014,Real Sociedad,Spain-La-Liga,SLL,37,3116,83,37,3,43,7.42
428,Carlos Vela,2013/2014,Real Sociedad,Europe-UEFA-Champions-League,UCL,6,525,11,5,1,5,6.39
429,Carlos Vela,2012/2013,Real Sociedad,Spain-La-Liga,SLL,35,2715,102,40,5,57,7.4
430,Carlos Vela,2011/2012,Real Sociedad,Spain-La-Liga,SLL,35,2488,81,37,6,38,7.09
431,Carlos Vela,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,4,87,7,4,-,3,6.56
432,Carlos Vela,2010/2011,Arsenal,England-Premier-League,EPL,4,60,3,1,-,2,6.36
433,Carlos Vela,2010/2011,West Bromwich..,England-Premier-League,EPL,8,317,11,1,1,9,6.61
434,Carlos Vela,2009/2010,Arsenal,Europe-UEFA-Champions-League,UCL,4,209,6,-,1,5,6.34
435,Carlos Vela,2009/2010,Arsenal,England-Premier-League,EPL,11,227,5,2,-,3,6.3
436,Mehdi Carcela,2017/2018,Olympiacos,Europe-UEFA-Champions-League,UCL,4,268,3,-,-,3,6.39
437,Mehdi Carcela,2016/2017,Granada,Spain-La-Liga,SLL,22,1753,30,14,1,15,6.87
438,Mehdi Carcela,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,4,140,1,1,-,-,6.3
439,Mehdi Carcela,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,1,56,1,-,-,1,6.56
440,Mehdi Carcela,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,186,2,-,-,2,6.47
441,Mehdi Carcela,2013/2014,Anzhi Makhach..,Russia-Premier-League,RPL,3,115,3,1,-,2,6.16
442,Mehdi Carcela,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,10,362,9,6,1,2,6.16
443,Mehdi Carcela,2009/2010,Standard Lieg..,Europe-UEFA-Champions-League,UCL,5,395,5,3,-,2,6.9
444,Danny Rose,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,3,170,-,-,-,-,7.12
445,Danny Rose,2017/2018,Tottenham,England-Premier-League,EPL,10,802,7,2,-,5,6.74
446,Danny Rose,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,270,1,1,-,-,7.29
447,Danny Rose,2016/2017,Tottenham,England-Premier-League,EPL,18,1533,23,12,-,11,7.42
448,Danny Rose,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,3,257,2,-,-,2,6.79
449,Danny Rose,2015/2016,Tottenham,England-Premier-League,EPL,24,2132,26,19,-,7,7.25
450,Danny Rose,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,1,90,2,2,-,-,6.93
451,Danny Rose,2014/2015,Tottenham,England-Premier-League,EPL,28,2372,24,11,-,13,7.23
452,Danny Rose,2016,England,International-European-Championship,UEC,3,270,1,1,-,-,6.98
453,Danny Rose,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,5,280,2,1,-,1,6.75
454,Danny Rose,2013/2014,Tottenham,England-Premier-League,EPL,22,1902,15,7,-,8,7.06
455,Danny Rose,2013,England U21,International-EURO-U-21,IEU,2,180,3,1,-,2,6.45
456,Danny Rose,2012/2013,Sunderland,England-Premier-League,EPL,27,2222,15,13,-,2,7.0
457,Danny Rose,2011/2012,Tottenham,England-Premier-League,EPL,11,311,1,-,-,1,6.28
458,Danny Rose,2010/2011,Tottenham,England-Premier-League,EPL,4,352,2,1,-,1,7.53
459,Danny Rose,2009/2010,Tottenham,England-Premier-League,EPL,1,46,1,1,-,-,7.42
460,Kieran Trippier,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,-,7.68
461,Kieran Trippier,2017/2018,Tottenham,England-Premier-League,EPL,24,1914,7,6,-,1,7.04
462,Kieran Trippier,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,-,7.35
463,Kieran Trippier,2016/2017,Tottenham,England-Premier-League,EPL,12,566,3,3,-,-,6.86
464,Kieran Trippier,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,10,900,3,3,-,-,7.01
465,Kieran Trippier,2015/2016,Tottenham,England-Premier-League,EPL,6,458,2,1,1,-,7.26
466,Kieran Trippier,2014/2015,Burnley,England-Premier-League,EPL,38,3416,11,11,-,-,7.15
467,Kieran Trippier,2013/2014,Burnley,England-Championship,EC,41,3678,33,22,-,12,7.57
468,Matías Vecino,2017/2018,Inter,Italy-Serie-A,ISA,29,2137,40,16,5,19,6.83
469,Matías Vecino,2016/2017,Fiorentina,Italy-Serie-A,ISA,31,2351,59,36,2,21,6.98
470,Matías Vecino,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,7,516,10,5,3,2,6.9
471,Matías Vecino,2015/2016,Fiorentina,Italy-Serie-A,ISA,30,2399,50,40,2,8,7.12
472,Matías Vecino,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,7,436,7,6,-,1,6.91
473,Matías Vecino,2014/2015,Empoli,Italy-Serie-A,ISA,36,2994,55,38,-,17,7.0
474,Matías Vecino,2013/2014,Cagliari,Italy-Serie-A,ISA,9,683,9,3,-,6,6.57
475,Matías Vecino,2013/2014,Fiorentina,Italy-Serie-A,ISA,6,144,2,1,-,1,6.44
476,Maximiliano Meza,2017/2018,Independiente,Argentina-Primera-División,APD,19,1539,47,19,2,26,7.3
477,Maximiliano Meza,2016/2017,Gimnasia LP,Argentina-Primera-División,APD,2,175,2,2,-,-,7.25
478,Maximiliano Meza,2016/2017,Independiente,Argentina-Primera-División,APD,25,1204,18,10,2,6,6.74
479,Maximiliano Meza,2016,Gimnasia LP,Argentina-Primera-División,APD,9,726,14,7,-,7,7.56
480,Christian Eriksen,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,6,535,20,10,-,10,7.08
481,Christian Eriksen,2017/2018,Tottenham,England-Premier-League,EPL,37,3226,97,62,1,34,7.4
482,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,451,10,7,-,3,7.04
483,Christian Eriksen,2016/2017,Tottenham,England-Premier-League,EPL,36,3167,133,94,3,36,7.53
484,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,100,7,4,1,2,7.39
485,Christian Eriksen,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,574,14,10,-,4,6.94
486,Christian Eriksen,2015/2016,Tottenham,England-Premier-League,EPL,35,2942,100,70,-,30,7.45
487,Christian Eriksen,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,4,257,8,7,-,1,6.57
488,Christian Eriksen,2014/2015,Tottenham,England-Premier-League,EPL,38,3142,97,67,3,27,7.09
489,Christian Eriksen,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,9,455,11,9,-,2,6.91
490,Christian Eriksen,2013/2014,Tottenham,England-Premier-League,EPL,25,1984,48,30,1,17,7.22
491,Christian Eriksen,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,12,8,-,4,8.02
492,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,2,2,-,-,7.24
493,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,13,11,-,2,7.25
494,Christian Eriksen,2012,Denmark,International-European-Championship,UEC,3,254,3,2,-,1,6.16
495,Christian Eriksen,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,6,530,11,8,-,3,7.27
496,Christian Eriksen,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,4,105,5,4,-,1,6.29
497,Marvin Plattenhardt,2017/2018,Hertha Berlin,Germany-Bundesliga,GB,33,2970,18,17,-,1,6.85
498,Marvin Plattenhardt,2017/2018,Hertha Berlin,Europe-UEFA-Europa-League,UEL,3,270,1,-,-,1,7.06
499,Marvin Plattenhardt,2016/2017,Hertha Berlin,Germany-Bundesliga,GB,27,2430,24,21,-,3,7.01
500,Marvin Plattenhardt,2015/2016,Hertha Berlin,Germany-Bundesliga,GB,33,2970,13,13,-,-,6.84
