,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Goals,SixYardBox,PenaltyArea,OutOfBox,Rating
970,Ricardo Quaresma,2014/2015,FC Porto,Europe-UEFA-Champions-League,UCL,9,471,3,-,3,-,6.96
971,Ricardo Quaresma,2016,Portugal,International-European-Championship,UEC,7,196,-,-,-,-,6.45
972,Ricardo Quaresma,2013/2014,FC Porto,Europe-UEFA-Europa-League,UEL,6,531,3,-,1,2,7.92
973,Ricardo Quaresma,2009/2010,Inter,Italy-Serie-A,ISA,11,401,-,-,-,-,6.4
974,Ricardo Quaresma,2009/2010,Inter,Europe-UEFA-Champions-League,UCL,2,34,-,-,-,-,6.38
975,Alberto Rodríguez,2010/2011,Braga,,UCL,5,396,-,-,-,-,6.87
976,Hannes Þór Halldórsson,2016,Bodoe/Glimt,Norway-Eliteserien,NE,14,1260,-,-,-,-,6.82
977,Hannes Þór Halldórsson,2015/2016,NEC Nijmegen,Netherlands-Eredivisie,NE,8,720,-,-,-,-,6.89
978,Hannes Þór Halldórsson,2016,Iceland,International-European-Championship,UEC,5,450,-,-,-,-,6.56
979,Johnny Acosta,2014,Costa Rica,,WC,2,103,-,-,-,-,6.53
980,Christian Bolaños,2017,Vancouver Whi..,USA-Major-League-Soccer,UMLS,24,1885,-,-,-,-,6.73
981,Christian Bolaños,2016,Vancouver Whi..,USA-Major-League-Soccer,UMLS,27,2116,5,1,3,1,6.78
982,Christian Bolaños,2013/2014,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,314,-,-,-,-,6.28
983,Christian Bolaños,2014,Costa Rica,International-FIFA-World-Cup,WC,5,383,-,-,-,-,6.7
984,Christian Bolaños,2012/2013,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,192,-,-,-,-,6.32
985,Christian Bolaños,2010/2011,FC Copenhagen,Europe-UEFA-Champions-League,UCL,8,551,-,-,-,-,6.28
986,Oribe Peralta,2014,Mexico,,WC,4,303,1,-,1,-,6.84
987,Makoto Hasebe,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,24,2090,-,-,-,-,6.57
988,Makoto Hasebe,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,22,1887,1,-,1,-,6.97
989,Makoto Hasebe,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,32,2674,1,-,-,1,6.72
990,Makoto Hasebe,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,33,2853,-,-,-,-,7.06
991,Makoto Hasebe,2013/2014,Wolfsburg,Germany-Bundesliga,GB,1,7,-,-,-,-,5.76
992,Makoto Hasebe,2013/2014,Nuernberg,Germany-Bundesliga,GB,14,1260,-,-,-,-,7.04
993,Makoto Hasebe,2014,Japan,International-FIFA-World-Cup,WC,3,190,-,-,-,-,6.71
994,Makoto Hasebe,2013,Japan,International-Confederations-Cup,ICC,2,180,-,-,-,-,6.63
995,Makoto Hasebe,2012/2013,Wolfsburg,Germany-Bundesliga,GB,23,1738,2,2,-,-,6.7
996,Makoto Hasebe,2011/2012,Wolfsburg,Germany-Bundesliga,GB,23,1754,1,-,1,-,6.84
997,Makoto Hasebe,2010/2011,Wolfsburg,Germany-Bundesliga,GB,23,1650,-,-,-,-,6.67
998,Makoto Hasebe,2009/2010,Wolfsburg,Germany-Bundesliga,GB,24,1592,1,-,1,-,6.79
999,Makoto Hasebe,2009/2010,Wolfsburg,Europe-UEFA-Champions-League,UCL,6,351,-,-,-,-,6.6
1000,Cristiano Ronaldo,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2293,26,7,19,-,7.94
1001,Cristiano Ronaldo,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,15,4,10,1,8.12
1002,Cristiano Ronaldo,2016/2017,Real Madrid,Spain-La-Liga,SLL,29,2544,25,3,19,3,7.61
1003,Cristiano Ronaldo,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,10,2,7,1,7.89
1004,Cristiano Ronaldo,2015/2016,Real Madrid,Spain-La-Liga,SLL,36,3185,35,5,25,5,7.99
1005,Cristiano Ronaldo,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1079,16,5,9,2,8.06
1006,Cristiano Ronaldo,2014/2015,Real Madrid,Spain-La-Liga,SLL,35,3099,48,7,36,5,8.48
1007,Cristiano Ronaldo,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1065,10,4,6,-,7.83
1008,Cristiano Ronaldo,2016,Portugal,International-European-Championship,UEC,7,565,3,-,3,-,7.12
1009,Cristiano Ronaldo,2013/2014,Real Madrid,Spain-La-Liga,SLL,30,2545,31,2,23,6,8.27
1010,Cristiano Ronaldo,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,11,963,16,4,11,1,8.57
1011,Cristiano Ronaldo,2014,Portugal,International-FIFA-World-Cup,WC,3,270,1,-,1,-,7.21
1012,Cristiano Ronaldo,2012/2013,Real Madrid,Spain-La-Liga,SLL,34,2721,35,5,25,5,8.15
1013,Cristiano Ronaldo,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1080,12,3,8,1,7.93
1014,Cristiano Ronaldo,2012,Portugal,International-European-Championship,UEC,5,450,3,-,3,-,7.51
1015,Cristiano Ronaldo,2011/2012,Real Madrid,Spain-La-Liga,SLL,38,3354,46,8,31,7,8.28
1016,Cristiano Ronaldo,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,10,900,10,2,5,3,8.42
1017,Cristiano Ronaldo,2010/2011,Real Madrid,Spain-La-Liga,SLL,34,2913,40,5,29,6,8.35
1018,Cristiano Ronaldo,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1021,6,-,4,2,7.87
1019,Cristiano Ronaldo,2009/2010,Real Madrid,Spain-La-Liga,SLL,29,2490,26,2,19,5,8.54
1020,Cristiano Ronaldo,2009/2010,Real Madrid,Europe-UEFA-Champions-League,UCL,6,450,7,-,4,3,8.47
1021,Mile Jedinak,2017/2018,Aston Villa,England-Championship,EC,28,1767,2,-,2,-,7.08
1022,Mile Jedinak,2016/2017,Aston Villa,England-Championship,EC,33,2872,-,-,-,-,7.3
1023,Mile Jedinak,2016/2017,Crystal Palac..,England-Premier-League,EPL,1,90,-,-,-,-,7.2
1024,Mile Jedinak,2015/2016,Crystal Palac..,England-Premier-League,EPL,27,1531,-,-,-,-,6.77
1025,Mile Jedinak,2014/2015,Crystal Palac..,England-Premier-League,EPL,24,2081,5,-,4,1,7.55
1026,Mile Jedinak,2013/2014,Crystal Palac..,England-Premier-League,EPL,38,3389,1,-,1,-,7.55
1027,Mile Jedinak,2014,Australia,International-FIFA-World-Cup,WC,3,270,1,-,1,-,6.44
1028,Aleksandr Samedov,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,4,192,1,-,1,-,6.4
1029,Aleksandr Samedov,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,21,1468,2,-,2,-,6.56
1030,Aleksandr Samedov,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,15,1184,4,-,4,-,6.92
1031,Aleksandr Samedov,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,10,651,3,-,3,-,6.54
1032,Aleksandr Samedov,2015/2016,Lokomotiv Mos..,Russia-Premier-League,RPL,28,2520,9,-,6,3,7.28
1033,Aleksandr Samedov,2015/2016,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,8,720,5,2,2,1,7.44
1034,Aleksandr Samedov,2014/2015,Lokomotiv Mos..,Russia-Premier-League,RPL,29,2516,4,1,3,-,6.98
1035,Aleksandr Samedov,2016,Russia,International-European-Championship,UEC,1,20,-,-,-,-,6.29
1036,Aleksandr Samedov,2013/2014,Lokomotiv Mos..,Russia-Premier-League,RPL,30,2517,7,-,6,1,7.07
1037,Aleksandr Samedov,2014,Russia,International-FIFA-World-Cup,WC,3,270,-,-,-,-,6.6
1038,Teófilo Gutiérrez,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,21,1594,5,-,5,-,6.64
1039,Teófilo Gutiérrez,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,5,313,1,-,1,-,6.5
1040,Teófilo Gutiérrez,2015,Colombia,International-Copa-America,ICA,4,208,-,-,-,-,6.12
1041,Teófilo Gutiérrez,2014,Colombia,International-FIFA-World-Cup,WC,4,305,1,1,-,-,6.85
1042,Karim El Ahmadi,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,6.06
1043,Karim El Ahmadi,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,31,2780,2,-,1,1,7.19
1044,Karim El Ahmadi,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,30,2653,5,-,4,1,7.38
1045,Karim El Ahmadi,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,6.88
1046,Karim El Ahmadi,2015/2016,Feyenoord,Netherlands-Eredivisie,NE,32,2826,1,-,1,-,6.9
1047,Karim El Ahmadi,2014/2015,Feyenoord,Europe-UEFA-Europa-League,UEL,7,630,2,-,1,1,7.04
1048,Karim El Ahmadi,2014/2015,Feyenoord,Netherlands-Eredivisie,NE,31,2723,2,1,1,-,6.95
1049,Karim El Ahmadi,2013/2014,Aston Villa,England-Premier-League,EPL,31,2188,2,-,2,-,6.61
1050,Karim El Ahmadi,2012/2013,Aston Villa,England-Premier-League,EPL,20,1169,1,-,-,1,6.48
1051,Steve Mandanda,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,-,6.26
1052,Steve Mandanda,2017/2018,Marseille,France-Ligue-1,FL1,31,2682,-,-,-,-,6.66
1053,Steve Mandanda,2016/2017,Crystal Palac..,England-Premier-League,EPL,9,810,-,-,-,-,6.26
1054,Steve Mandanda,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,8,720,-,-,-,-,6.58
1055,Steve Mandanda,2015/2016,Marseille,France-Ligue-1,FL1,36,3240,-,-,-,-,6.65
1056,Steve Mandanda,2014/2015,Marseille,France-Ligue-1,FL1,38,3420,-,-,-,-,6.76
1057,Steve Mandanda,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.53
1058,Steve Mandanda,2013/2014,Marseille,France-Ligue-1,FL1,38,3354,-,-,-,-,6.76
1059,Steve Mandanda,2012/2013,Marseille,Europe-UEFA-Europa-League,UEL,5,450,-,-,-,-,6.13
1060,Steve Mandanda,2012/2013,Marseille,France-Ligue-1,FL1,38,3420,-,-,-,-,6.84
1061,Steve Mandanda,2011/2012,Marseille,Europe-UEFA-Champions-League,UCL,9,810,-,-,-,-,7.41
1062,Steve Mandanda,2011/2012,Marseille,France-Ligue-1,FL1,38,3420,-,-,-,-,7.0
1063,Steve Mandanda,2010/2011,Marseille,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,6.87
1064,Steve Mandanda,2010/2011,Marseille,France-Ligue-1,FL1,38,3420,-,-,-,-,6.72
1065,Steve Mandanda,2009/2010,Marseille,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.46
1066,Steve Mandanda,2009/2010,Marseille,France-Ligue-1,FL1,36,3177,1,-,1,-,6.66
1067,Jefferson Farfán,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,9,583,4,1,2,1,7.02
1068,Jefferson Farfán,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,22,1953,10,3,6,1,7.26
1069,Jefferson Farfán,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,6,359,1,-,-,1,6.5
1070,Jefferson Farfán,2015,Peru,International-Copa-America,ICA,4,284,-,-,-,-,6.92
1071,Jefferson Farfán,2014/2015,Schalke 04,Germany-Bundesliga,GB,9,565,-,-,-,-,6.91
1072,Jefferson Farfán,2013/2014,Schalke 04,Europe-UEFA-Champions-League,UCL,5,387,-,-,-,-,7.44
1073,Jefferson Farfán,2013/2014,Schalke 04,Germany-Bundesliga,GB,19,1524,9,1,7,1,7.7
1074,Jefferson Farfán,2012/2013,Schalke 04,Germany-Bundesliga,GB,27,2179,6,2,4,-,7.71
1075,Jefferson Farfán,2012/2013,Schalke 04,Europe-UEFA-Champions-League,UCL,7,564,1,-,1,-,7.48
1076,Jefferson Farfán,2011/2012,Schalke 04,Germany-Bundesliga,GB,23,1754,4,1,2,1,7.6
1077,Jefferson Farfán,2010/2011,Schalke 04,Germany-Bundesliga,GB,28,2341,3,-,3,-,7.23
1078,Jefferson Farfán,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,10,819,4,-,3,1,7.49
1079,Jefferson Farfán,2009/2010,Schalke 04,Germany-Bundesliga,GB,33,2833,8,3,5,-,7.27
1080,Birkir Már Sævarsson,2017,Hammarby,Sweden-Allsvenskan,SA,29,2582,-,-,-,-,6.93
1081,Birkir Már Sævarsson,2016,Hammarby,Sweden-Allsvenskan,SA,27,2355,1,-,1,-,6.99
1082,Birkir Már Sævarsson,2016,Iceland,International-European-Championship,UEC,5,450,-,-,-,-,6.39
1083,Emil Hallfreðsson,2017/2018,Udinese,Italy-Serie-A,ISA,19,761,-,-,-,-,6.39
1084,Emil Hallfreðsson,2016/2017,Udinese,Italy-Serie-A,ISA,28,1990,-,-,-,-,6.77
1085,Emil Hallfreðsson,2015/2016,Verona,Italy-Serie-A,ISA,16,1220,-,-,-,-,6.74
1086,Emil Hallfreðsson,2015/2016,Udinese,Italy-Serie-A,ISA,11,661,-,-,-,-,6.46
1087,Emil Hallfreðsson,2014/2015,Verona,Italy-Serie-A,ISA,28,2114,1,-,-,1,6.96
1088,Emil Hallfreðsson,2016,Iceland,International-European-Championship,UEC,1,24,-,-,-,-,5.9
1089,Emil Hallfreðsson,2013/2014,Verona,Italy-Serie-A,ISA,33,2469,2,-,1,1,7.04
1090,Miranda,2017/2018,Inter,Italy-Serie-A,ISA,31,2729,-,-,-,-,6.89
1091,Miranda,2016/2017,Inter,Italy-Serie-A,ISA,32,2880,-,-,-,-,7.16
1092,Miranda,2016/2017,Inter,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,6.63
1093,Miranda,2015/2016,Inter,Italy-Serie-A,ISA,32,2743,1,1,-,-,6.96
1094,Miranda,2015,Brazil,International-Copa-America,ICA,4,360,-,-,-,-,6.92
1095,Miranda,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,23,2028,3,2,1,-,7.02
1096,Miranda,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,6.98
1097,Miranda,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,32,2880,2,-,2,-,7.15
1098,Miranda,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,13,1170,2,2,-,-,7.14
1099,Miranda,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,35,3146,2,1,1,-,7.04
1100,Miranda,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,7.1
1101,Miranda,2011/2012,Atletico Madr..,Spain-La-Liga,SLL,27,2295,2,-,2,-,6.8
1102,Thiago Silva,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,6,522,-,-,-,-,7.01
1103,Thiago Silva,2017/2018,Paris Saint G..,France-Ligue-1,FL1,25,2117,1,-,1,-,7.08
1104,Thiago Silva,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,586,-,-,-,-,6.88
1105,Thiago Silva,2016/2017,Paris Saint G..,France-Ligue-1,FL1,27,2386,3,3,-,-,7.38
1106,Thiago Silva,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,9,810,-,-,-,-,7.42
1107,Thiago Silva,2015/2016,Paris Saint G..,France-Ligue-1,FL1,30,2622,1,-,1,-,7.65
1108,Thiago Silva,2015,Brazil,International-Copa-America,ICA,3,270,1,-,1,-,7.46
1109,Thiago Silva,2014/2015,Paris Saint G..,Europe-UEFA-Champions-League,UCL,6,471,-,-,-,-,6.79
1110,Thiago Silva,2014/2015,Paris Saint G..,France-Ligue-1,FL1,26,2309,1,-,1,-,7.53
1111,Thiago Silva,2013/2014,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,568,-,-,-,-,7.12
1112,Thiago Silva,2013/2014,Paris Saint G..,France-Ligue-1,FL1,28,2386,5,2,3,-,7.42
1113,Thiago Silva,2014,Brazil,International-FIFA-World-Cup,WC,6,540,1,1,-,-,7.11
1114,Thiago Silva,2013,Brazil,International-Confederations-Cup,ICC,5,450,-,-,-,-,6.8
1115,Thiago Silva,2012/2013,Paris Saint G..,Europe-UEFA-Champions-League,UCL,9,801,2,-,2,-,7.57
1116,Thiago Silva,2012/2013,Paris Saint G..,France-Ligue-1,FL1,22,1900,-,-,-,-,7.39
1117,Thiago Silva,2011/2012,AC Milan,Italy-Serie-A,ISA,27,2296,2,-,1,1,7.46
1118,Thiago Silva,2011/2012,AC Milan,Europe-UEFA-Champions-League,UCL,7,590,1,-,1,-,7.19
1119,Thiago Silva,2010/2011,AC Milan,Italy-Serie-A,ISA,33,2898,1,1,-,-,7.48
1120,Thiago Silva,2010/2011,AC Milan,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,7.42
1121,Thiago Silva,2009/2010,AC Milan,Italy-Serie-A,ISA,33,2921,3,1,2,-,7.44
1122,Thiago Silva,2009/2010,AC Milan,Europe-UEFA-Champions-League,UCL,7,561,-,-,-,-,7.1
1123,Fernandinho,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,682,-,-,-,-,6.96
1124,Fernandinho,2017/2018,Manchester Ci..,England-Premier-League,EPL,34,2885,5,-,3,2,7.44
1125,Fernandinho,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,545,1,-,1,-,6.68
1126,Fernandinho,2016/2017,Manchester Ci..,England-Premier-League,EPL,32,2755,2,-,2,-,7.16
1127,Fernandinho,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,12,1050,2,1,1,-,7.24
1128,Fernandinho,2015/2016,Manchester Ci..,England-Premier-League,EPL,33,2732,2,-,1,1,7.17
1129,Fernandinho,2015,Brazil,International-Copa-America,ICA,4,360,-,-,-,-,6.98
1130,Fernandinho,2014/2015,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,425,-,-,-,-,6.96
1131,Fernandinho,2014/2015,Manchester Ci..,England-Premier-League,EPL,33,2273,3,1,1,1,7.19
1132,Fernandinho,2013/2014,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,653,-,-,-,-,6.93
1133,Fernandinho,2013/2014,Manchester Ci..,England-Premier-League,EPL,33,2609,5,-,4,1,7.4
1134,Fernandinho,2014,Brazil,International-FIFA-World-Cup,WC,5,298,1,-,1,-,6.47
1135,Fernandinho,2012/2013,Shakhtar Done..,Europe-UEFA-Champions-League,UCL,8,720,1,-,1,-,7.86
1136,Fernandinho,2011/2012,Shakhtar Done..,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,7.37
1137,Fernandinho,2010/2011,Shakhtar Done..,Europe-UEFA-Champions-League,UCL,2,36,-,-,-,-,5.9
1138,Andreas Granqvist,2017/2018,FC Krasnodar,Russia-Premier-League,RPL,29,2610,1,-,1,-,7.16
1139,Andreas Granqvist,2016/2017,FC Krasnodar,Russia-Premier-League,RPL,29,2610,-,-,-,-,7.12
1140,Andreas Granqvist,2016/2017,FC Krasnodar,Europe-UEFA-Europa-League,UEL,9,781,-,-,-,-,6.74
1141,Andreas Granqvist,2015/2016,FC Krasnodar,Russia-Premier-League,RPL,29,2533,1,1,-,-,7.3
1142,Andreas Granqvist,2015/2016,FC Krasnodar,Europe-UEFA-Europa-League,UEL,8,720,-,-,-,-,7.23
1143,Andreas Granqvist,2014/2015,FC Krasnodar,Europe-UEFA-Europa-League,UEL,5,450,1,-,1,-,6.9
1144,Andreas Granqvist,2014/2015,FC Krasnodar,Russia-Premier-League,RPL,27,2430,-,-,-,-,7.28
1145,Andreas Granqvist,2016,Sweden,International-European-Championship,UEC,3,270,-,-,-,-,7.31
1146,Andreas Granqvist,2013/2014,FC Krasnodar,Russia-Premier-League,RPL,20,1714,1,1,-,-,7.18
1147,Andreas Granqvist,2012/2013,Genoa,Italy-Serie-A,ISA,35,2951,1,1,-,-,7.1
1148,Andreas Granqvist,2012,Sweden,International-European-Championship,UEC,3,247,-,-,-,-,6.25
1149,Andreas Granqvist,2011/2012,Genoa,Italy-Serie-A,ISA,28,2344,2,-,2,-,7.03
1150,Sebastian Larsson,2017/2018,Hull,England-Championship,EC,40,3246,2,-,1,1,6.7
1151,Sebastian Larsson,2016/2017,Sunderland,England-Premier-League,EPL,21,1471,-,-,-,-,6.46
1152,Sebastian Larsson,2015/2016,Sunderland,England-Premier-League,EPL,18,548,-,-,-,-,6.29
1153,Sebastian Larsson,2014/2015,Sunderland,England-Premier-League,EPL,36,3061,3,-,1,2,7.01
1154,Sebastian Larsson,2016,Sweden,International-European-Championship,UEC,3,250,-,-,-,-,6.53
1155,Sebastian Larsson,2013/2014,Sunderland,England-Premier-League,EPL,31,2220,1,-,1,-,6.72
1156,Sebastian Larsson,2012/2013,Sunderland,England-Premier-League,EPL,38,3001,1,-,-,1,6.82
1157,Sebastian Larsson,2012,Sweden,International-European-Championship,UEC,3,248,1,-,1,-,7.38
1158,Sebastian Larsson,2011/2012,Sunderland,England-Premier-League,EPL,32,2710,7,1,2,4,7.1
1159,Sebastian Larsson,2010/2011,Birmingham,England-Premier-League,EPL,35,2833,4,-,4,-,6.94
1160,Sebastian Larsson,2009/2010,Birmingham,England-Premier-League,EPL,33,2382,4,-,1,3,6.92
1161,Adolfo Machado,2018,Houston Dynam..,USA-Major-League-Soccer,UMLS,10,875,-,-,-,-,6.79
1162,Adolfo Machado,2017,Houston Dynam..,USA-Major-League-Soccer,UMLS,38,3420,-,-,-,-,6.93
1163,Abel Aguilar,2014/2015,Toulouse,France-Ligue-1,FL1,21,1660,-,-,-,-,6.84
1164,Abel Aguilar,2013/2014,Toulouse,France-Ligue-1,FL1,28,2451,1,-,1,-,6.96
1165,Abel Aguilar,2014,Colombia,International-FIFA-World-Cup,WC,3,238,-,-,-,-,7.17
1166,Abel Aguilar,2012/2013,Deportivo La ..,Spain-La-Liga,SLL,28,2414,3,2,1,-,7.08
1167,Abel Aguilar,2010/2011,Hercules,Spain-La-Liga,SLL,34,2871,-,-,-,-,6.97
1168,Abel Aguilar,2009/2010,Real Zaragoza,Spain-La-Liga,SLL,27,1685,4,-,4,-,6.67
1169,Shinji Okazaki,2017/2018,Leicester,England-Premier-League,EPL,27,1330,6,4,2,-,6.58
1170,Shinji Okazaki,2016/2017,Leicester,Europe-UEFA-Champions-League,UCL,7,338,1,-,1,-,6.48
1171,Shinji Okazaki,2016/2017,Leicester,England-Premier-League,EPL,30,1578,3,1,2,-,6.5
1172,Shinji Okazaki,2015/2016,Leicester,England-Premier-League,EPL,36,2074,5,3,2,-,6.61
1173,Shinji Okazaki,2014/2015,Mainz 05,Germany-Bundesliga,GB,32,2788,12,4,8,-,7.04
1174,Shinji Okazaki,2013/2014,Mainz 05,Germany-Bundesliga,GB,33,2719,15,5,9,1,7.23
1175,Shinji Okazaki,2014,Japan,International-FIFA-World-Cup,WC,3,249,1,-,1,-,6.61
1176,Shinji Okazaki,2013,Japan,International-Confederations-Cup,ICC,3,270,2,-,2,-,7.6
1177,Shinji Okazaki,2012/2013,VfB Stuttgart,Germany-Bundesliga,GB,25,1027,1,-,1,-,6.26
1178,Shinji Okazaki,2012/2013,VfB Stuttgart,Europe-UEFA-Europa-League,UEL,9,593,2,-,2,-,6.99
1179,Shinji Okazaki,2011/2012,VfB Stuttgart,Germany-Bundesliga,GB,26,1583,7,2,4,1,6.97
1180,Shinji Okazaki,2010/2011,VfB Stuttgart,Germany-Bundesliga,GB,12,994,2,1,-,1,6.92
1181,Cristian Rodríguez,2016/2017,Independiente,Argentina-Primera-División,APD,9,521,-,-,-,-,6.46
1182,Cristian Rodríguez,2016,Independiente,Argentina-Primera-División,APD,9,490,-,-,-,-,6.65
1183,Cristian Rodríguez,2015,Uruguay,International-Copa-America,ICA,4,241,1,-,1,-,6.93
1184,Cristian Rodríguez,2014/2015,Parma,Italy-Serie-A,ISA,5,447,-,-,-,-,7.13
1185,Cristian Rodríguez,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,6,63,-,-,-,-,6.16
1186,Cristian Rodríguez,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,2,32,-,-,-,-,6.35
1187,Cristian Rodríguez,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,20,326,1,-,1,-,6.36
1188,Cristian Rodríguez,2013/2014,Atletico Madr..,Europe-UEFA-Champions-League,UCL,10,239,-,-,-,-,6.25
1189,Cristian Rodríguez,2014,Uruguay,International-FIFA-World-Cup,WC,4,334,-,-,-,-,6.87
1190,Cristian Rodríguez,2013,Uruguay,International-Confederations-Cup,ICC,4,326,-,-,-,-,6.7
1191,Cristian Rodríguez,2012/2013,Atletico Madr..,Spain-La-Liga,SLL,33,1329,1,1,-,-,6.6
1192,Cristian Rodríguez,2012/2013,Atletico Madr..,Europe-UEFA-Europa-League,UEL,6,460,2,-,-,2,7.49
1193,Cristian Rodríguez,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,1,16,-,-,-,-,6.58
1194,Cristian Rodríguez,2009/2010,FC Porto,Europe-UEFA-Champions-League,UCL,6,429,-,-,-,-,7.34
1195,Keisuke Honda,2016/2017,AC Milan,Italy-Serie-A,ISA,8,220,1,-,-,1,6.52
1196,Keisuke Honda,2015/2016,AC Milan,Italy-Serie-A,ISA,30,1931,1,-,-,1,6.84
1197,Keisuke Honda,2014/2015,AC Milan,Italy-Serie-A,ISA,29,2166,6,-,4,2,7.01
1198,Keisuke Honda,2013/2014,AC Milan,Italy-Serie-A,ISA,14,983,1,-,-,1,6.88
1199,Keisuke Honda,2013/2014,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,476,2,-,2,-,7.21
1200,Keisuke Honda,2013/2014,CSKA Moscow,Russia-Premier-League,RPL,18,1530,1,-,-,1,6.91
1201,Keisuke Honda,2014,Japan,International-FIFA-World-Cup,WC,3,270,1,-,1,-,7.38
1202,Keisuke Honda,2013,Japan,International-Confederations-Cup,ICC,3,269,1,-,1,-,6.82
1203,Keisuke Honda,2011/2012,CSKA Moscow,Europe-UEFA-Champions-League,UCL,1,22,-,-,-,-,7.07
1204,Keisuke Honda,2009/2010,CSKA Moscow,Europe-UEFA-Champions-League,UCL,4,312,1,-,-,1,7.15
1205,David Silva,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,426,-,-,-,-,6.76
1206,David Silva,2017/2018,Manchester Ci..,England-Premier-League,EPL,29,2437,9,5,4,-,7.58
1207,David Silva,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,1,1,-,-,7.09
1208,David Silva,2016/2017,Manchester Ci..,England-Premier-League,EPL,34,2768,4,1,3,-,7.28
1209,David Silva,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,629,2,1,1,-,7.04
1210,David Silva,2015/2016,Manchester Ci..,England-Premier-League,EPL,24,1802,2,-,2,-,7.28
1211,David Silva,2014/2015,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,449,-,-,-,-,7.04
1212,David Silva,2014/2015,Manchester Ci..,England-Premier-League,EPL,32,2661,12,3,8,1,7.53
1213,David Silva,2016,Spain,International-European-Championship,UEC,4,334,-,-,-,-,7.2
1214,David Silva,2013/2014,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,401,1,1,-,-,7.02
1215,David Silva,2013/2014,Manchester Ci..,England-Premier-League,EPL,27,2174,7,1,5,1,7.57
